iter	Passed	Remaining
470	2477	2782
471	2484	2779
472	2489	2773
473	2494	2768
474	2500	2763
475	2505	2758
476	2511	2753
477	2516	2748
478	2521	2742
479	2526	2736
480	2533	2733
481	2537	2727
482	2542	2721
483	2549	2717
484	2554	2712
485	2559	2707
486	2564	2701
487	2570	2696
488	2575	2691
489	2581	2686
490	2586	2680
491	2590	2675
492	2597	2671
493	2602	2665
494	2607	2660
495	2613	2655
496	2618	2650
497	2623	2644
498	2630	2641
499	2634	2634
500	2640	2629
501	2646	2625
502	2651	2619
503	2657	2614
504	2662	2609
505	2667	2604
506	2672	2599
507	2678	2594
508	2685	2590
509	2690	2584
510	2695	2579
511	2700	2573
512	2706	2569
513	2711	2563
514	2717	2558
515	2722	2554
516	2728	2548
517	2733	2543
518	2738	2538
519	2744	2533
520	2749	2528
521	2756	2523
522	2762	2519
523	2768	2514
524	2773	2509
525	2782	2507
526	2787	2502
527	2794	2497
528	2799	2492
529	2805	2488
530	2811	2482
531	2816	2477
532	2822	2473
533	2827	2467
534	2832	2461
535	2838	2456
536	2843	2451
537	2848	2446
538	2854	2441
539	2860	2436
540	2865	2431
541	2871	2426
542	2876	2420
543	2881	2415
544	2888	2411
545	2892	2405
546	2898	2400
547	2903	2394
548	2908	2388
549	2912	2383
550	2919	2379
551	2924	2373
552	2930	2368
553	2936	2363
554	2941	2358
555	2947	2353
556	2952	2348
557	2958	2343
558	2963	2338
559	2969	2333
560	2974	2327
561	2980	2322
562	2985	2317
563	2991	2312
564	2996	2307
565	3002	2301
566	3008	2297
567	3013	2291
568	3018	2286
569	3023	2280
570	3029	2275
571	3034	2270
572	3040	2265
573	3046	2261
574	3051	2255
575	3057	2250
576	3064	2246
577	3070	2241
578	3076	2237
579	3082	2232
580	3087	2226
581	3093	2221
582	3098	2216
583	3104	2211
584	3109	2206
585	3115	2201
586	3120	2195
587	3125	2190
588	3131	2184
589	3135	2179
590	3141	2174
591	3146	2168
592	3153	2164
593	3159	2159
594	3165	2154
595	3170	2149
596	3176	2144
597	3181	2138
598	3187	2134
599	3193	2129
600	3199	2123
601	3204	2118
602	3210	2113
603	3216	2108
604	3221	2103
605	3227	2098
606	3232	2092
607	3237	2087
608	3242	2082
609	3248	2077
610	3254	2072
611	3259	2066
612	3265	2061
613	3270	2056
614	3275	2050
615	3280	2044
616	3285	2039
617	3291	2034
618	3295	2028
619	3300	2023
620	3307	2018
621	3311	2012
622	3316	2006
623	3323	2002
624	3327	1996
625	3332	1991
626	3338	1986
627	3344	1981
628	3349	1975
629	3355	1970
630	3361	1965
631	3368	1961
632	3374	1956
633	3379	1951
634	3386	1946
635	3392	1941
636	3397	1936
637	3403	1931
638	3408	1925
639	3414	1920
640	3419	1915
641	3425	1909
642	3431	1904
643	3436	1899
644	3442	1894
645	3447	1889
646	3452	1883
647	3458	1878
648	3463	1873
649	3471	1869
650	3475	1863
651	3482	1858
652	3488	1853
653	3492	1847
654	3499	1843
655	3504	1837
656	3509	1832
657	3516	1827
658	3521	1822
659	3526	1816
660	3532	1811
661	3539	1806
662	3544	1801
663	3548	1795
664	3553	1789
665	3557	1784
666	3563	1779
667	3569	1773
668	3574	1768
669	3580	1763
670	3585	1757
671	3590	1752
672	3596	1747
673	3601	1741
674	3606	1736
675	3612	1731
676	3617	1726
677	3623	1720
678	3629	1715
679	3635	1710
680	3640	1705
681	3645	1699
682	3650	1694
683	3655	1688
684	3662	1684
685	3667	1678
686	3675	1674
687	3680	1669
688	3685	1663
689	3692	1658
690	3697	1653
691	3704	1648
692	3710	1643
693	3715	1638
694	3720	1632
695	3726	1627
696	3731	1622
697	3737	1617
698	3742	1611
699	3748	1606
700	3754	1601
701	3762	1597
702	3766	1591
703	3772	1586
704	3778	1581
705	3783	1575
706	3790	1570
707	3795	1565
708	3800	1559
709	3807	1555
710	3812	1549
711	3817	1544
712	3823	1538
713	3828	1533
714	3832	1527
715	3838	1522
716	3843	1516
717	3848	1511
718	3855	1506
719	3859	1500
720	3864	1495
721	3872	1490
722	3877	1485
723	3882	1480
724	3888	1474
725	3892	1469
726	3898	1464
727	3904	1458
728	3909	1453
729	3913	1447
730	3919	1442
731	3924	1436
732	3929	1431
733	3935	1426
734	3940	1420
735	3945	1415
736	3951	1410
737	3956	1404
738	3961	1399
739	3966	1393
740	3972	1388
741	3977	1382
742	3983	1377
743	3989	1372
744	3994	1367
745	4000	1362
746	4005	1356
747	4011	1351
748	4017	1346
749	4022	1340
750	4027	1335
751	4033	1330
752	4039	1324
753	4043	1319
754	4049	1314
755	4054	1308
756	4059	1303
757	4064	1297
758	4069	1292
759	4074	1286
760	4080	1281
761	4085	1275
762	4090	1270
763	4095	1265
764	4101	1259
765	4106	1254
766	4112	1249
767	4117	1243
768	4121	1238
769	4128	1233
770	4133	1227
771	4139	1222
772	4145	1217
773	4150	1211
774	4154	1206
775	4160	1200
776	4165	1195
777	4169	1189
778	4175	1184
779	4179	1178
780	4183	1173
781	4189	1167
782	4195	1162
783	4199	1156
784	4203	1151
785	4209	1145
786	4214	1140
787	4218	1134
788	4223	1129
789	4227	1123
790	4233	1118
791	4238	1113
792	4243	1107
793	4247	1102
794	4252	1096
795	4257	1091
796	4263	1085
797	4267	1080
798	4273	1075
799	4278	1069
800	4283	1064
801	4288	1058
802	4294	1053
803	4298	1048
804	4305	1042
805	4311	1037
806	4315	1032
807	4320	1026
808	4325	1021
809	4329	1015
810	4333	1010
811	4340	1004
812	4344	999
813	4348	993
814	4354	988
815	4359	982
816	4363	977
817	4369	972
818	4373	966
819	4378	961
820	4383	955
821	4388	950
822	4392	944
823	4397	939
824	4403	934
825	4409	928
826	4413	923
827	4419	918
828	4423	912
829	4428	906
830	4433	901
831	4438	896
832	4442	890
833	4447	885
834	4452	879
835	4457	874
836	4461	868
837	4467	863
838	4471	858
839	4476	852
840	4482	847
841	4490	842
842	4494	837
843	4501	832
844	4507	826
845	4512	821
846	4517	816
847	4521	810
848	4526	805
849	4531	799
850	4536	794
851	4540	788
852	4547	783
853	4551	778
854	4555	772
855	4560	767
856	4566	761
857	4570	756
858	4575	751
859	4580	745
860	4586	740
861	4591	735
862	4597	729
863	4603	724
864	4608	719
865	4613	713
866	4617	708
867	4622	702
868	4626	697
869	4632	692
870	4637	686
871	4642	681
872	4647	676
873	4652	670
874	4656	665
875	4662	659
876	4666	654
877	4671	649
878	4676	643
879	4681	638
880	4685	632
881	4689	627
882	4695	622
883	4700	616
884	4705	611
885	4710	606
886	4716	600
887	4724	595
888	4732	590
889	4736	585
890	4742	580
891	4746	574
892	4752	569
893	4757	564
894	4762	558
895	4766	553
896	4771	547
897	4777	542
898	4781	537
899	4786	531
900	4792	526
901	4797	521
902	4801	515
903	4806	510
904	4812	505
905	4817	499
906	4822	494
907	4826	489
908	4831	483
909	4835	478
910	4841	473
911	4847	467
912	4851	462
913	4857	457
914	4861	451
915	4867	446
916	4876	441
917	4884	436
918	4889	430
919	4895	425
920	4900	420
921	4906	415
922	4910	409
923	4915	404
924	4921	399
925	4925	393
926	4929	388
927	4936	382
928	4941	377
929	4945	372
930	4951	366
931	4955	361
932	4960	356
933	4965	350
934	4972	345
935	4976	340
936	4982	335
937	4987	329
938	4993	324
939	4998	319
940	5004	313
941	5009	308
942	5015	303
943	5021	297
944	5025	292
945	5031	287
946	5035	281
947	5040	276
948	5045	271
949	5051	265
950	5055	260
951	5060	255
952	5066	249
953	5070	244
954	5074	239
955	5080	233
956	5084	228
957	5089	223
958	5094	217
959	5102	212
960	5108	207
961	5114	202
962	5119	196
963	5124	191
964	5130	186
965	5135	180
966	5139	175
967	5145	170
968	5149	164
969	5155	159
970	5160	154
971	5165	148
972	5169	143
973	5174	138
974	5179	132
975	5184	127
976	5188	122
977	5194	116
978	5198	111
979	5203	106
980	5207	100
981	5213	95
982	5218	90
983	5223	84
984	5231	79
985	5236	74
986	5241	69
987	5246	63
988	5250	58
989	5255	53
990	5261	47
991	5265	42
992	5269	37
993	5275	31
994	5280	26
995	5284	21
996	5288	15
997	5293	10
998	5297	5
999	5302	0
