iter	Passed	Remaining
247	1370	4155
248	1375	4148
249	1380	4140
250	1384	4130
251	1389	4123
252	1394	4116
253	1398	4107
254	1403	4099
255	1408	4093
256	1413	4085
257	1417	4077
258	1422	4069
259	1426	4061
260	1431	4052
261	1435	4044
262	1440	4036
263	1445	4028
264	1449	4020
265	1454	4012
266	1458	4004
267	1463	3996
268	1467	3988
269	1472	3981
270	1477	3974
271	1481	3966
272	1486	3959
273	1491	3951
274	1496	3944
275	1500	3936
276	1505	3930
277	1510	3922
278	1515	3915
279	1519	3907
280	1524	3901
281	1529	3893
282	1533	3885
283	1538	3879
284	1543	3871
285	1547	3863
286	1552	3856
287	1556	3849
288	1561	3841
289	1565	3833
290	1570	3827
291	1575	3820
292	1579	3811
293	1584	3805
294	1589	3798
295	1594	3791
296	1598	3784
297	1603	3778
298	1608	3770
299	1612	3763
300	1617	3756
301	1622	3749
302	1627	3743
303	1633	3739
304	1637	3731
305	1642	3724
306	1646	3716
307	1651	3711
308	1656	3704
309	1661	3697
310	1666	3691
311	1671	3686
312	1676	3679
313	1681	3673
314	1686	3666
315	1691	3660
316	1697	3656
317	1702	3652
318	1707	3645
319	1712	3638
320	1718	3634
321	1722	3626
322	1727	3620
323	1733	3616
324	1737	3609
325	1742	3602
326	1748	3598
327	1752	3591
328	1757	3584
329	1762	3579
330	1768	3574
331	1773	3567
332	1778	3561
333	1783	3556
334	1788	3550
335	1793	3543
336	1798	3539
337	1803	3532
338	1808	3525
339	1813	3521
340	1819	3516
341	1823	3509
342	1829	3504
343	1835	3500
344	1840	3494
345	1846	3490
346	1851	3484
347	1856	3478
348	1862	3473
349	1866	3466
350	1871	3459
351	1876	3454
352	1882	3449
353	1886	3442
354	1891	3436
355	1896	3430
356	1900	3423
357	1905	3416
358	1910	3411
359	1915	3405
360	1920	3398
361	1925	3393
362	1930	3387
363	1934	3380
364	1939	3374
365	1944	3367
366	1948	3361
367	1953	3354
368	1958	3348
369	1962	3341
370	1967	3334
371	1971	3328
372	1977	3323
373	1981	3316
374	1986	3310
375	1991	3305
376	1996	3298
377	2000	3291
378	2005	3285
379	2009	3279
380	2014	3272
381	2018	3266
382	2023	3260
383	2028	3253
384	2032	3246
385	2037	3240
386	2042	3234
387	2046	3228
388	2051	3221
389	2056	3216
390	2060	3209
391	2065	3203
392	2070	3197
393	2075	3191
394	2080	3186
395	2084	3179
396	2089	3174
397	2095	3169
398	2100	3164
399	2106	3159
400	2110	3152
401	2115	3147
402	2121	3142
403	2126	3136
404	2131	3131
405	2136	3125
406	2141	3119
407	2145	3113
408	2150	3107
409	2155	3101
410	2160	3095
411	2164	3089
412	2169	3084
413	2174	3078
414	2179	3072
415	2183	3065
416	2189	3061
417	2194	3055
418	2198	3049
419	2204	3044
420	2209	3038
421	2213	3032
422	2219	3027
423	2224	3021
424	2228	3015
425	2233	3009
426	2238	3003
427	2242	2997
428	2247	2991
429	2253	2986
430	2257	2980
431	2262	2974
432	2267	2969
433	2272	2963
434	2277	2957
435	2282	2952
436	2287	2946
437	2291	2940
438	2297	2935
439	2302	2929
440	2306	2923
441	2311	2918
442	2317	2913
443	2321	2907
444	2326	2901
445	2332	2897
446	2336	2890
447	2341	2884
448	2345	2878
449	2350	2873
450	2355	2867
451	2360	2861
452	2366	2857
453	2371	2851
454	2375	2845
455	2381	2841
456	2385	2834
457	2390	2829
458	2396	2824
459	2400	2818
460	2405	2812
461	2410	2807
462	2415	2801
463	2420	2795
464	2424	2789
465	2429	2784
466	2434	2778
467	2438	2772
468	2443	2766
469	2448	2761
470	2453	2755
471	2457	2749
472	2463	2744
473	2467	2738
474	2472	2732
475	2477	2727
476	2482	2722
477	2487	2716
478	2492	2710
479	2497	2705
480	2501	2699
481	2505	2693
482	2512	2688
483	2516	2683
484	2521	2677
485	2526	2672
486	2531	2666
487	2535	2660
488	2540	2655
489	2546	2650
490	2550	2643
491	2555	2638
492	2560	2633
493	2565	2628
494	2570	2622
495	2575	2617
496	2580	2611
497	2584	2605
498	2589	2599
499	2594	2594
500	2600	2589
501	2605	2584
502	2611	2579
503	2615	2574
504	2620	2568
505	2625	2563
506	2630	2557
507	2635	2552
508	2640	2547
509	2645	2541
510	2650	2536
511	2655	2531
512	2660	2525
513	2665	2520
514	2671	2516
515	2676	2510
516	2681	2505
517	2686	2499
518	2692	2495
519	2696	2489
520	2701	2483
521	2707	2479
522	2712	2474
523	2717	2468
524	2723	2463
525	2728	2458
526	2732	2452
527	2738	2447
528	2743	2442
529	2747	2436
530	2752	2431
531	2758	2426
532	2763	2420
533	2767	2415
534	2773	2410
535	2777	2404
536	2782	2398
537	2787	2393
538	2792	2388
539	2797	2382
540	2802	2377
541	2807	2372
542	2811	2366
543	2815	2360
544	2822	2356
545	2826	2350
546	2831	2344
547	2836	2339
548	2841	2334
549	2845	2328
550	2851	2323
551	2856	2318
552	2860	2312
553	2865	2307
554	2870	2301
555	2874	2295
556	2879	2290
557	2884	2284
558	2888	2279
559	2893	2273
560	2898	2268
561	2903	2262
562	2908	2257
563	2912	2251
564	2917	2246
565	2922	2240
566	2926	2235
567	2931	2229
568	2936	2224
569	2940	2218
570	2945	2213
571	2950	2207
572	2955	2202
573	2959	2196
574	2965	2191
575	2969	2186
576	2974	2180
577	2980	2175
578	2984	2170
579	2989	2164
580	2994	2159
581	2999	2154
582	3004	2149
583	3009	2143
584	3014	2138
585	3019	2132
586	3023	2127
587	3028	2121
588	3033	2116
589	3037	2111
590	3043	2106
591	3049	2101
592	3054	2096
593	3059	2091
594	3064	2086
595	3069	2080
596	3074	2075
597	3079	2070
598	3084	2064
599	3088	2059
600	3094	2054
601	3099	2049
602	3104	2043
603	3109	2038
604	3113	2032
605	3118	2027
606	3122	2021
607	3127	2016
608	3132	2011
609	3137	2005
610	3142	2000
611	3148	1995
612	3152	1990
613	3158	1985
614	3162	1980
615	3167	1974
616	3172	1969
617	3177	1964
618	3182	1958
619	3187	1953
620	3192	1948
621	3198	1943
622	3202	1938
623	3208	1933
624	3213	1928
625	3218	1922
626	3223	1917
627	3228	1912
628	3233	1907
629	3238	1902
630	3244	1897
631	3249	1891
632	3253	1886
633	3259	1881
634	3263	1876
635	3268	1870
636	3274	1865
637	3279	1860
638	3284	1855
639	3290	1850
640	3295	1845
641	3300	1840
642	3306	1836
643	3312	1830
644	3317	1825
645	3323	1821
646	3328	1815
647	3333	1810
648	3339	1805
649	3344	1800
650	3348	1795
651	3354	1790
652	3359	1785
653	3364	1780
654	3370	1775
655	3375	1769
656	3379	1764
657	3385	1759
658	3391	1754
659	3395	1749
660	3400	1744
661	3406	1739
662	3410	1733
663	3415	1728
664	3420	1723
665	3425	1717
666	3429	1712
667	3435	1707
668	3440	1702
669	3445	1696
670	3450	1692
671	3456	1686
672	3460	1681
673	3465	1676
674	3471	1671
675	3476	1666
676	3481	1660
677	3486	1655
678	3491	1650
679	3496	1645
680	3502	1640
681	3507	1635
682	3512	1630
683	3518	1625
684	3523	1620
685	3527	1614
686	3533	1609
687	3538	1604
688	3543	1599
689	3548	1594
690	3553	1589
691	3558	1583
692	3563	1578
693	3568	1573
694	3573	1568
695	3578	1563
696	3584	1558
697	3589	1552
698	3593	1547
699	3599	1542
700	3603	1537
701	3608	1531
702	3614	1526
703	3619	1521
704	3623	1516
705	3628	1511
706	3633	1505
707	3638	1500
708	3643	1495
709	3648	1490
710	3653	1485
711	3658	1479
712	3663	1474
713	3668	1469
714	3673	1464
715	3678	1459
716	3683	1453
717	3688	1448
718	3693	1443
719	3698	1438
720	3703	1433
721	3708	1427
722	3713	1422
723	3718	1417
724	3723	1412
725	3728	1407
726	3733	1401
727	3738	1396
728	3744	1391
729	3748	1386
730	3753	1381
731	3758	1376
732	3763	1370
733	3768	1365
734	3773	1360
735	3778	1355
736	3783	1350
737	3788	1344
738	3793	1339
739	3798	1334
740	3803	1329
741	3809	1324
742	3813	1319
743	3818	1313
744	3824	1309
745	3830	1304
746	3835	1298
747	3840	1293
748	3846	1288
749	3851	1283
750	3856	1278
751	3861	1273
752	3865	1268
753	3870	1262
754	3876	1257
755	3881	1252
756	3885	1247
757	3891	1242
758	3896	1237
759	3901	1231
760	3906	1226
761	3910	1221
762	3915	1216
763	3920	1211
764	3925	1205
765	3930	1200
766	3934	1195
767	3940	1190
768	3945	1185
769	3949	1179
770	3954	1174
771	3959	1169
772	3964	1164
773	3969	1159
774	3974	1153
775	3979	1148
776	3983	1143
777	3988	1138
778	3993	1132
779	3998	1127
780	4003	1122
781	4008	1117
782	4013	1112
783	4018	1107
784	4022	1101
785	4027	1096
786	4032	1091
787	4037	1086
788	4042	1080
789	4046	1075
790	4052	1070
791	4056	1065
792	4061	1060
793	4066	1055
794	4071	1049
795	4076	1044
796	4081	1039
797	4086	1034
798	4091	1029
799	4095	1023
800	4101	1018
801	4105	1013
802	4110	1008
803	4115	1003
804	4120	998
805	4124	992
806	4129	987
807	4134	982
808	4139	977
809	4143	971
810	4149	966
811	4154	961
812	4158	956
813	4163	951
814	4168	946
815	4173	941
816	4177	935
817	4183	930
818	4187	925
819	4192	920
820	4197	915
821	4203	910
822	4207	904
823	4212	899
824	4217	894
825	4222	889
826	4226	884
827	4232	879
828	4236	873
829	4242	868
830	4246	863
831	4251	858
832	4256	853
833	4261	848
834	4266	843
835	4271	837
836	4276	832
837	4281	827
838	4285	822
839	4290	817
840	4295	812
841	4300	806
842	4305	801
843	4310	796
844	4316	791
845	4321	786
846	4326	781
847	4331	776
848	4336	771
849	4341	766
850	4346	761
851	4351	755
852	4355	750
853	4361	745
854	4366	740
855	4370	735
856	4375	730
857	4380	724
858	4384	719
859	4389	714
860	4394	709
861	4399	704
862	4403	699
863	4409	694
864	4414	688
865	4419	683
866	4424	678
867	4429	673
868	4434	668
869	4438	663
870	4443	658
871	4447	652
872	4452	647
873	4458	642
874	4463	637
875	4467	632
876	4472	627
877	4477	622
878	4481	616
879	4486	611
880	4491	606
881	4495	601
882	4500	596
883	4505	591
884	4510	586
885	4515	580
886	4520	575
887	4525	570
888	4530	565
889	4534	560
890	4540	555
891	4545	550
892	4549	545
893	4555	540
894	4560	535
895	4565	529
896	4570	524
897	4575	519
898	4580	514
899	4584	509
900	4589	504
901	4594	499
902	4598	494
903	4604	488
904	4609	483
905	4613	478
906	4618	473
907	4625	468
908	4629	463
909	4635	458
910	4639	453
911	4644	448
912	4648	442
913	4654	437
914	4658	432
915	4663	427
916	4668	422
917	4672	417
918	4677	412
919	4681	407
920	4686	402
921	4691	396
922	4695	391
923	4700	386
924	4705	381
925	4710	376
926	4715	371
927	4720	366
928	4725	361
929	4731	356
930	4736	351
931	4740	345
932	4745	340
933	4750	335
934	4754	330
935	4759	325
936	4764	320
937	4769	315
938	4774	310
939	4778	305
940	4783	299
941	4788	294
942	4792	289
943	4798	284
944	4803	279
945	4808	274
946	4813	269
947	4818	264
948	4823	259
949	4828	254
950	4832	249
951	4837	243
952	4842	238
953	4847	233
954	4852	228
955	4856	223
956	4860	218
957	4865	213
958	4870	208
959	4874	203
960	4879	198
961	4884	192
962	4889	187
963	4893	182
964	4898	177
965	4903	172
966	4907	167
967	4913	162
968	4917	157
969	4922	152
970	4926	147
971	4932	142
972	4937	137
973	4942	131
974	4947	126
975	4951	121
976	4956	116
977	4961	111
978	4966	106
979	4970	101
980	4976	96
981	4980	91
982	4985	86
983	4990	81
984	4995	76
985	5000	70
986	5005	65
987	5010	60
988	5014	55
989	5019	50
990	5023	45
991	5029	40
992	5033	35
993	5038	30
994	5044	25
995	5049	20
996	5055	15
997	5061	10
998	5067	5
999	5072	0
