iter	Passed	Remaining
494	2649	2703
495	2654	2697
496	2659	2691
497	2665	2687
498	2670	2681
499	2675	2675
500	2681	2670
501	2686	2664
502	2690	2658
503	2696	2653
504	2701	2648
505	2706	2642
506	2712	2637
507	2716	2631
508	2721	2624
509	2726	2619
510	2730	2613
511	2736	2607
512	2740	2601
513	2746	2597
514	2751	2590
515	2756	2585
516	2761	2579
517	2767	2574
518	2771	2569
519	2777	2564
520	2782	2557
521	2788	2553
522	2793	2547
523	2799	2542
524	2804	2537
525	2810	2532
526	2815	2527
527	2820	2521
528	2825	2516
529	2830	2509
530	2835	2504
531	2840	2498
532	2845	2493
533	2850	2487
534	2855	2481
535	2860	2476
536	2866	2471
537	2871	2465
538	2876	2459
539	2881	2454
540	2885	2448
541	2891	2443
542	2896	2437
543	2901	2432
544	2907	2427
545	2913	2422
546	2918	2416
547	2923	2411
548	2928	2405
549	2933	2399
550	2938	2394
551	2943	2388
552	2947	2382
553	2953	2377
554	2959	2372
555	2963	2366
556	2967	2360
557	2973	2355
558	2979	2350
559	2983	2344
560	2989	2339
561	2993	2333
562	2999	2327
563	3004	2322
564	3010	2317
565	3014	2311
566	3021	2307
567	3025	2301
568	3030	2295
569	3035	2289
570	3040	2284
571	3045	2278
572	3050	2273
573	3055	2267
574	3060	2262
575	3065	2256
576	3071	2251
577	3076	2245
578	3081	2240
579	3087	2235
580	3091	2229
581	3096	2223
582	3103	2219
583	3110	2215
584	3116	2210
585	3120	2204
586	3125	2199
587	3130	2193
588	3135	2188
589	3140	2182
590	3145	2176
591	3151	2171
592	3156	2166
593	3160	2160
594	3166	2155
595	3171	2149
596	3176	2144
597	3181	2138
598	3186	2133
599	3190	2127
600	3196	2121
601	3201	2116
602	3206	2110
603	3210	2105
604	3217	2100
605	3223	2095
606	3227	2089
607	3233	2084
608	3237	2078
609	3242	2073
610	3248	2068
611	3253	2062
612	3257	2056
613	3263	2051
614	3267	2045
615	3272	2039
616	3276	2034
617	3282	2029
618	3287	2023
619	3292	2018
620	3298	2013
621	3306	2009
622	3316	2006
623	3320	2001
624	3325	1995
625	3331	1990
626	3336	1984
627	3341	1979
628	3347	1974
629	3352	1969
630	3357	1963
631	3362	1958
632	3367	1952
633	3372	1946
634	3377	1941
635	3382	1935
636	3388	1930
637	3393	1925
638	3398	1920
639	3403	1914
640	3408	1908
641	3412	1902
642	3417	1897
643	3422	1891
644	3428	1887
645	3433	1881
646	3438	1876
647	3443	1870
648	3449	1865
649	3453	1859
650	3459	1854
651	3465	1849
652	3469	1843
653	3476	1839
654	3480	1833
655	3485	1827
656	3490	1822
657	3497	1817
658	3501	1811
659	3506	1806
660	3512	1801
661	3517	1795
662	3522	1790
663	3528	1785
664	3533	1780
665	3539	1774
666	3544	1769
667	3548	1763
668	3554	1758
669	3558	1752
670	3563	1747
671	3567	1741
672	3573	1736
673	3577	1730
674	3582	1724
675	3587	1719
676	3592	1714
677	3597	1708
678	3604	1704
679	3609	1698
680	3614	1693
681	3620	1688
682	3626	1683
683	3633	1678
684	3639	1673
685	3644	1668
686	3648	1662
687	3654	1657
688	3659	1651
689	3663	1646
690	3668	1640
691	3674	1635
692	3678	1629
693	3684	1624
694	3689	1619
695	3694	1613
696	3698	1608
697	3704	1602
698	3709	1597
699	3713	1591
700	3719	1586
701	3724	1580
702	3728	1575
703	3733	1569
704	3740	1565
705	3744	1559
706	3751	1554
707	3755	1548
708	3760	1543
709	3765	1537
710	3770	1532
711	3774	1526
712	3779	1521
713	3785	1516
714	3790	1510
715	3794	1505
716	3800	1499
717	3804	1494
718	3810	1489
719	3816	1484
720	3820	1478
721	3825	1473
722	3830	1467
723	3836	1462
724	3841	1457
725	3847	1452
726	3851	1446
727	3857	1441
728	3861	1435
729	3866	1430
730	3871	1424
731	3877	1419
732	3882	1414
733	3887	1408
734	3892	1403
735	3897	1398
736	3903	1392
737	3907	1387
738	3913	1382
739	3918	1376
740	3923	1371
741	3928	1365
742	3933	1360
743	3937	1354
744	3942	1349
745	3949	1344
746	3954	1339
747	3959	1333
748	3965	1328
749	3969	1323
750	3976	1318
751	3980	1312
752	3985	1307
753	3989	1301
754	3995	1296
755	4000	1291
756	4005	1285
757	4011	1280
758	4015	1275
759	4020	1269
760	4025	1264
761	4030	1258
762	4035	1253
763	4040	1248
764	4046	1243
765	4051	1237
766	4056	1232
767	4061	1227
768	4066	1221
769	4072	1216
770	4077	1211
771	4083	1206
772	4089	1200
773	4093	1195
774	4098	1190
775	4103	1184
776	4109	1179
777	4113	1173
778	4119	1168
779	4124	1163
780	4129	1158
781	4134	1152
782	4140	1147
783	4145	1142
784	4150	1136
785	4155	1131
786	4160	1126
787	4165	1120
788	4171	1115
789	4176	1110
790	4181	1104
791	4186	1099
792	4191	1094
793	4196	1088
794	4200	1083
795	4206	1078
796	4212	1072
797	4216	1067
798	4222	1062
799	4227	1056
800	4232	1051
801	4237	1046
802	4242	1040
803	4246	1035
804	4251	1029
805	4258	1024
806	4262	1019
807	4268	1014
808	4274	1009
809	4280	1004
810	4288	999
811	4293	994
812	4297	988
813	4303	983
814	4308	977
815	4313	972
816	4318	967
817	4323	962
818	4328	956
819	4333	951
820	4338	945
821	4343	940
822	4347	934
823	4355	930
824	4359	924
825	4365	919
826	4369	914
827	4374	908
828	4379	903
829	4385	898
830	4389	892
831	4394	887
832	4401	882
833	4405	876
834	4410	871
835	4416	866
836	4422	861
837	4426	855
838	4432	850
839	4436	845
840	4441	839
841	4447	834
842	4452	829
843	4457	823
844	4462	818
845	4467	813
846	4472	807
847	4477	802
848	4482	797
849	4487	791
850	4491	786
851	4496	781
852	4501	775
853	4506	770
854	4511	765
855	4516	759
856	4521	754
857	4525	749
858	4531	743
859	4536	738
860	4540	733
861	4546	727
862	4551	722
863	4556	717
864	4561	711
865	4568	706
866	4573	701
867	4579	696
868	4586	691
869	4590	685
870	4596	680
871	4601	675
872	4605	670
873	4611	664
874	4616	659
875	4620	654
876	4626	648
877	4631	643
878	4635	638
879	4640	632
880	4645	627
881	4650	622
882	4655	616
883	4662	611
884	4667	606
885	4671	601
886	4677	595
887	4681	590
888	4686	585
889	4692	580
890	4697	574
891	4702	569
892	4707	564
893	4711	558
894	4715	553
895	4720	547
896	4724	542
897	4728	537
898	4733	531
899	4738	526
900	4743	521
901	4747	515
902	4754	510
903	4760	505
904	4764	500
905	4770	494
906	4775	489
907	4780	484
908	4785	479
909	4790	473
910	4795	468
911	4801	463
912	4806	457
913	4812	452
914	4817	447
915	4821	442
916	4826	436
917	4831	431
918	4836	426
919	4840	420
920	4845	415
921	4851	410
922	4855	405
923	4860	399
924	4864	394
925	4870	389
926	4876	383
927	4880	378
928	4887	373
929	4891	368
930	4896	362
931	4901	357
932	4906	352
933	4910	347
934	4915	341
935	4920	336
936	4925	331
937	4929	325
938	4934	320
939	4939	315
940	4944	309
941	4949	304
942	4954	299
943	4958	294
944	4963	288
945	4970	283
946	4975	278
947	4980	273
948	4984	267
949	4989	262
950	4994	257
951	4999	252
952	5004	246
953	5008	241
954	5014	236
955	5018	230
956	5023	225
957	5029	220
958	5033	215
959	5038	209
960	5044	204
961	5049	199
962	5054	194
963	5059	188
964	5066	183
965	5071	178
966	5075	173
967	5080	167
968	5084	162
969	5090	157
970	5095	152
971	5100	146
972	5104	141
973	5110	136
974	5114	131
975	5119	125
976	5124	120
977	5129	115
978	5133	110
979	5138	104
980	5143	99
981	5147	94
982	5152	89
983	5157	83
984	5161	78
985	5166	73
986	5170	68
987	5176	62
988	5181	57
989	5186	52
990	5191	47
991	5196	41
992	5201	36
993	5206	31
994	5211	26
995	5216	20
996	5220	15
997	5226	10
998	5230	5
999	5235	0
