iter	Passed	Remaining
363	2027	3542
364	2032	3536
365	2039	3533
366	2044	3526
367	2050	3520
368	2057	3517
369	2063	3513
370	2070	3509
371	2076	3505
372	2082	3500
373	2090	3498
374	2095	3491
375	2100	3485
376	2106	3481
377	2111	3474
378	2115	3466
379	2121	3462
380	2126	3455
381	2131	3447
382	2137	3442
383	2141	3435
384	2146	3429
385	2153	3424
386	2158	3419
387	2163	3412
388	2171	3410
389	2176	3404
390	2182	3399
391	2188	3395
392	2193	3388
393	2199	3383
394	2206	3379
395	2211	3373
396	2218	3370
397	2224	3365
398	2229	3357
399	2237	3355
400	2242	3350
401	2250	3347
402	2257	3343
403	2263	3338
404	2269	3334
405	2276	3330
406	2282	3325
407	2288	3319
408	2293	3313
409	2300	3310
410	2306	3305
411	2312	3300
412	2317	3294
413	2322	3287
414	2327	3281
415	2334	3277
416	2339	3270
417	2344	3264
418	2350	3259
419	2355	3253
